NULL,201819,116943,1319913
NULL,201920,164081,2221024
-,201819,26,84
-,201920,30,111
" Axial spasms",201920,NULL,NULL
" blepharospasm",201920,NULL,NULL
" Chronic Migraine",201920,NULL,6
"""Chronic migraine """,201920,NULL,15
"""Chronic Spontaneous """,201920,24,856
"""hemispasm """,201920,NULL,8
"""infantile esotropia """,201920,NULL,NULL
#N/A,201819,150,751
#N/A,201920,NULL,NULL
#N/A - Resubmission data,201819,NULL,NULL
#REF!,201819,NULL,NULL
#unknown,201819,2967,32621
(blank),201819,NULL,13
(Follicular lymphoma),201819,NULL,18
(MALT lymphoma),201819,NULL,7
*NORMAL IMMUNOGLOBULIN HUMAN*,201819,NULL,7
/LARGE HAEMATOMA,201819,NULL,NULL
?,201819,NULL,NULL
`109245003,201819,NULL,NULL
`109979007,201819,NULL,10
`109995007,201819,NULL,19
`118601006,201819,NULL,38
`12391000132109,201819,NULL,7
`13644009,201819,NULL,NULL
`165397008,201819,NULL,NULL
`20165001,201819,NULL,NULL
`254609000,201819,NULL,6
`254632001,201819,NULL,33
`254634000,201819,NULL,NULL
`254637007,201819,NULL,NULL
`254837009,201819,NULL,7
`254900004,201819,NULL,6
`307623001,201819,NULL,16
`3218000,201819,NULL,8
`363403002,201819,NULL,9
`363510005,201819,NULL,13
`413445002,201819,NULL,22
`413603009,201819,NULL,NULL
`700423003,201819,NULL,26
`763865009,201819,NULL,NULL
`847631000000107,201819,NULL,13
`847741000000106,201819,NULL,37
> 14 days,201819,6,19
> 14 days,201920,NULL,14
>14 DAYS,201920,NULL,14
0,201819,5332,40577
0,201920,2395,32489
"0,",201819,38,43
"0, 1200117581",201819,NULL,NULL
"0, 1200117582",201819,NULL,NULL
"0, 1200117727",201819,NULL,NULL
"0, 1200117728",201819,NULL,NULL
"0, 1200117885",201819,NULL,NULL
08.01.04,201819,NULL,9
1.07E+16,201920,NULL,NULL
1.08691E+14,201920,NULL,NULL
1.87731E+16,201920,NULL,39
100,201819,103,309
100,201920,71,273
100000,201920,258,1723
100002,201920,471,1454
100005,201920,124,335
100006,201920,79,380
100007,201920,197,644
100009,201920,NULL,NULL
10047002,201819,NULL,NULL
101,201819,73,426
101,201920,30,189
10149001,201819,NULL,42
1015746,201920,NULL,NULL
10192811000001108,201819,7,17
10192811000001108,201920,NULL,25
1020000000000000,201819,NULL,NULL
10247011000001105,201819,7,13
10247011000001105,201920,NULL,10
10247411000001101,201819,11,33
10247411000001101,201920,7,31
1027481000000100,201920,NULL,7
1027481000000106,201920,NULL,NULL
1030000000000000,201819,NULL,11
103077004,201920,NULL,NULL
103081004,201819,NULL,18
103081004,201920,NULL,33
104,201819,NULL,15
104,201920,6,24
10445711000001102,201819,17,149
10445711000001102,201920,15,143
10532711000001102,201819,14,67
10532711000001102,201920,16,63
105502003,201920,928,6310
10626211000001103,201819,8,88
10626211000001103,201920,11,101
10642311000001109,201819,NULL,9
10675431000119106,201920,8,52
10740011000001103,201819,NULL,NULL
10740011000001103,201920,NULL,18
10743271000119103,201920,NULL,NULL
10800000000000000,201920,NULL,NULL
108008,201819,NULL,NULL
10838971000119103,201819,560,4568
10838971000119103,201920,682,6472
108630006,201920,NULL,NULL
108675009,201920,NULL,NULL
108691000119102,201920,NULL,NULL
108749003,201920,NULL,13
108754007,201920,NULL,27
108759002,201920,36,71
1087830005,201920,31,105
108792008,201920,NULL,21
108800000,201920,NULL,8
108809004,201920,41,167
108811008,201920,28,139
108965009,201920,NULL,13
10900000000000000,201920,NULL,NULL
1090881000000100,201920,NULL,39
10921711000001100,201920,NULL,NULL
10922911000001109,201920,NULL,NULL
10923311000001100,201920,NULL,NULL
10923311000001103,201920,24,24
109347009,201920,7,176
109378008,201920,8,144
109385007,201920,NULL,17
1096322,201819,NULL,14
1096322,201920,NULL,16
1096846 Breast Cancer,201819,NULL,NULL
1097951000000100,201920,21,133
109841003,201819,NULL,NULL
109841003,201920,17,77
109842005,201920,7,118
109847004,201920,NULL,12
109962001,201819,NULL,96
109962001,201920,NULL,67
109969005,201920,40,593
109971005,201920,NULL,55
109977009,201920,NULL,47
109978004,201920,NULL,23
109979007,201819,25,469
109979007,201920,121,1653
109989006,201819,50,286
109989006,201920,634,8356
109989007,201920,NULL,NULL
109989008,201920,NULL,NULL
109989009,201920,NULL,NULL
109989010,201920,NULL,NULL
109989011,201920,NULL,NULL
109989012,201920,NULL,NULL
109989013,201920,NULL,NULL
109992005,201819,6,24
109992005,201920,52,134
109993000,201819,NULL,NULL
109993000,201920,20,91
109994006,201819,NULL,6
109994006,201920,18,56
109995007,201819,10,24
109995007,201920,49,904
110,201819,25,31
110,201920,10,64
110004001,201920,7,169
110005000,201920,NULL,15
110006004,201920,NULL,17
1100132553,201920,6,34
1100134066,201920,NULL,NULL
1100134067,201920,6,38
1100135330,201920,NULL,17
1100136510,201920,NULL,NULL
11010461000119101,201920,NULL,12
1102917,201920,NULL,NULL
1104247,201920,NULL,NULL
1105795 Chronic Lymphocytic Leukemia,201819,NULL,NULL
1105959,201920,NULL,NULL
111407006,201819,NULL,NULL
111407006,201920,NULL,26
11187811000001103,201920,6,20
11200000000000000,201920,NULL,NULL
112674009,201819,NULL,10
112674009,201920,NULL,32
1127147,201920,NULL,NULL
11272211000001108,201920,NULL,7
11272511000001106,201920,NULL,NULL
11399002,201819,362,1906
11399002,201920,463,2631
11399003,201920,NULL,NULL
11399004,201920,NULL,NULL
11399006,201920,NULL,NULL
1140228 Breast Cancer,201819,NULL,NULL
11495011000001104,201819,NULL,28
11495011000001104,201920,NULL,62
11495311000001101,201819,NULL,48
11495311000001101,201920,NULL,72
115240006,201819,NULL,7
115240006,201920,NULL,9
115248004,201920,7,13
1155765,201819,NULL,NULL
11619711000001104,201819,NULL,12
11619711000001104,201920,NULL,16
11620111000001104,201819,NULL,9
11620111000001104,201920,NULL,9
117,201819,8,65
11755111000001102,201819,NULL,NULL
11755111000001102,201920,NULL,NULL
11755511000001106,201920,NULL,6
11755611000001105,201819,NULL,16
11755611000001105,201920,NULL,30
11755911000001104,201819,NULL,NULL
11755911000001104,201920,NULL,NULL
11756311000001105,201819,NULL,NULL
11756311000001105,201920,NULL,NULL
11762911000001102,201920,NULL,20
11763011000001105,201920,NULL,12
11800000000000000,201920,24,84
11812411000001109,201819,NULL,34
11812411000001109,201920,NULL,18
118259007,201920,NULL,NULL
1183461,201819,NULL,NULL
118599009,201819,6,238
118599009,201920,75,1805
118600007,201920,215,1460
118601006,201819,40,220
118601006,201920,257,2111
118601006 NHSE BLUETEQ REQUEST ID 3472088,201819,NULL,NULL
118601006 NHSE BLUETEQ REQUEST ID 3472834,201819,NULL,NULL
118605002,201920,NULL,44
118613001,201819,NULL,22
118613001,201920,10,55
118617000,201819,NULL,NULL
118617000,201920,NULL,130
118618005,201920,NULL,NULL
119250001,201819,29,175
119250001,201920,34,391
120,201819,6,12
120,201920,NULL,NULL
12295008,201920,NULL,NULL
12391000132109,201819,7,14
